t,P_p_bar
6.022426532581448555e-04,4.860591744410729007e+04
6.037154234945774078e-04,4.820417692624718620e+04
6.051938398741185665e-04,4.780309224767910928e+04
6.066778441891074181e-04,4.740280529036432563e+04
6.081676110625267029e-04,4.818456840074296633e+04
6.096631987020373344e-04,4.778440830273579195e+04
6.111646071076393127e-04,4.738500396808539517e+04
6.126693333499133587e-04,4.698705336802350939e+04
6.141774356365203857e-04,4.659057912958469387e+04
6.156888557597994804e-04,4.619573459566623933e+04
6.172037683427333832e-04,4.580248589378123870e+04
6.187222898006439209e-04,4.541084745392837794e+04
6.202443037182092667e-04,4.849059040076083329e+04
6.217696354724466801e-04,4.809599330859968904e+04
6.232984014786779881e-04,4.770266989515758905e+04
6.248306017369031906e-04,4.731080319630885788e+04
6.263662362471222878e-04,4.881253316091645684e+04
6.279055378399789333e-04,4.842095348981700954e+04
6.294483901001513004e-04,4.803066115375283698e+04
6.309950258582830429e-04,4.764164610816448112e+04
6.325455033220350742e-04,5.093998020178794832e+04
6.340999389067292213e-04,5.055081791482335393e+04
6.356583326123654842e-04,5.016248981861196080e+04
6.372206262312829494e-04,5.157742740839552425e+04
6.387869361788034439e-04,5.119117942158373626e+04
6.403572624549269676e-04,5.080552053315457306e+04
6.419316632673144341e-04,5.042055962700573582e+04
6.435101968236267567e-04,5.003629925787854154e+04
6.450928049162030220e-04,4.965282026060618955e+04
6.466794875450432301e-04,4.927026890164133511e+04
6.482702447101473808e-04,4.888870475577294565e+04
6.498651346191763878e-04,4.850822035979083739e+04
6.514640990644693375e-04,4.812889728906143137e+04
6.530672544613480568e-04,5.333626408433407778e+04
6.546746008098125458e-04,5.295948463825178624e+04
6.562860216945409775e-04,5.258291466730217508e+04
6.579016917385160923e-04,5.220669937896016927e+04
6.595214945264160633e-04,5.183079097548474965e+04
6.611454882659018040e-04,5.145536070586733695e+04
6.627737311646342278e-04,5.108048920317314332e+04
6.644062814302742481e-04,5.070616853596371948e+04
6.660431390628218651e-04,5.033248444942237984e+04
6.676844786852598190e-04,4.995951567359637556e+04
6.693302420899271965e-04,4.958734175566222257e+04
6.709804874844849110e-04,4.921602530073967500e+04
6.726352730765938759e-04,4.884563653428948601e+04
6.742945406585931778e-04,4.847627032433752174e+04
6.759584066458046436e-04,4.810798669569731283e+04
6.776269292458891869e-04,5.175447362477999559e+04
6.793001666665077209e-04,5.138667314458265901e+04
6.809782935306429863e-04,5.264446835670573637e+04
6.826616008765995502e-04,5.227886447582586698e+04
6.843501469120383263e-04,5.191336957683962828e+04
6.860440480522811413e-04,5.154807062343455618e+04
6.877434789203107357e-04,5.118300146627453796e+04
6.894484977237880230e-04,5.081823958840789419e+04
6.911592208780348301e-04,5.045385829231404205e+04
6.928758230060338974e-04,5.008988631981915387e+04
6.945984205231070518e-04,4.972642031689239957e+04
6.963270134292542934e-04,4.936349779362088157e+04
6.980617181397974491e-04,4.900121618157576449e+04
6.998027674853801727e-04,4.863955895017364674e+04
7.015499868430197239e-04,4.827869014543786034e+04
7.033030269667506218e-04,4.791873886207045143e+04
7.050608983263373375e-04,4.755991933438080741e+04
7.068238919600844383e-04,4.720227955449117144e+04
7.085920078679919243e-04,4.684585803425352060e+04
7.103653624653816223e-04,4.649071373144788959e+04
7.121440721675753593e-04,4.613689051174817723e+04
7.139282533898949623e-04,4.578446375965935295e+04
7.157179643400013447e-04,4.543344143162736145e+04
7.175133214332163334e-04,4.508386399330128188e+04
7.193143828772008419e-04,4.473578688392721961e+04
7.211212650872766972e-04,4.438919373534261103e+04
7.229339680634438992e-04,4.404412863969757746e+04
7.247526082210242748e-04,4.370064826584279945e+04
7.265771855600178242e-04,4.335887750685623178e+04
7.284078164957463741e-04,4.301880946521373698e+04
7.302445010282099247e-04,4.268048474732040631e+04
7.320872391574084759e-04,4.234394979878552840e+04
7.339360890910029411e-04,4.200923806197880185e+04
7.357911090366542339e-04,4.167638825440064829e+04
7.376524154096841812e-04,5.848213502330447227e+04
7.395199500024318695e-04,5.815856751651271043e+04
7.413938292302191257e-04,5.783317294100087020e+04
7.432736456394195557e-04,5.750608636201691843e+04
7.451567798852920532e-04,5.717790251980611356e+04
7.470432319678366184e-04,5.684873164436184743e+04
7.489331183023750782e-04,5.651866133894587256e+04
7.508264388889074326e-04,5.618778461119406711e+04
7.527232519350945950e-04,5.585621793446053925e+04
7.546236156485974789e-04,5.552401404129224102e+04
7.565275300294160843e-04,5.519127229589028138e+04
7.584351697005331516e-04,5.485809913593986857e+04
7.603465928696095943e-04,5.452456738325270999e+04
7.622617995366454124e-04,5.419073506589038152e+04
7.641807897016406059e-04,5.385668848978915776e+04
7.661037379875779152e-04,5.352253866534670669e+04
7.680305861867964268e-04,5.318834736046339822e+04
7.699614507146179676e-04,5.285420778700820665e+04
7.718963897787034512e-04,5.252017696015394176e+04
7.738354033790528774e-04,5.218634876825288666e+04
7.757785497233271599e-04,5.185283126153309422e+04
7.777258870191872120e-04,5.151964820214224892e+04
7.796775316819548607e-04,5.118689126333305467e+04
7.816335419192910194e-04,5.085462878604060825e+04
7.835939177311956882e-04,5.052294086420021631e+04
7.855587755329906940e-04,5.019187894380295620e+04
7.875281735323369503e-04,4.986154447625672765e+04
7.895021117292344570e-04,4.953196448598898860e+04
7.914807647466659546e-04,4.920318084080915287e+04
7.934640743769705296e-04,4.887525306216010358e+04
7.954522152431309223e-04,4.854827545279136393e+04
7.974452455528080463e-04,4.822227722656656260e+04
7.994431653060019016e-04,4.789732376530818146e+04
8.014460327103734016e-04,4.757347568994393077e+04
8.034540223889052868e-04,4.725078640380228171e+04
8.054671925492584705e-04,4.692932883248754661e+04
8.074856596067547798e-04,4.660912099395083351e+04
8.095094817690551281e-04,4.629021107724137983e+04
8.115388336591422558e-04,4.597263500794998254e+04
8.135737734846770763e-04,4.565640548334071354e+04
8.156144176609814167e-04,4.534157859593596368e+04
8.176608243957161903e-04,4.502818403725123790e+04
8.197131683118641376e-04,4.471625377940049657e+04
8.217715076170861721e-04,4.440580395589081309e+04
8.238359005190432072e-04,4.409687595937509468e+04
8.259064634330570698e-04,4.378949772295706498e+04
8.279834873974323273e-04,4.348369726235175767e+04
8.300670306198298931e-04,4.317951137076674058e+04
8.321572677232325077e-04,4.287694147720315232e+04
8.342544315382838249e-04,4.413137294633893180e+04
8.363585220649838448e-04,4.382602572432783927e+04
8.384698885492980480e-04,4.352215309792185144e+04
8.405885309912264347e-04,4.321977031558311137e+04
8.427147404290735722e-04,4.394302148160295474e+04
8.448486914858222008e-04,4.363964658372662961e+04
8.469904423691332340e-04,4.333770007671675558e+04
8.491401677019894123e-04,4.303726014414381643e+04
8.512980421073734760e-04,4.273832918212755612e+04
8.534642402082681656e-04,4.244093135967486887e+04
8.556362590752542019e-04,4.214543854847969487e+04
8.578132255934178829e-04,4.185200306414822990e+04
8.599956636317074299e-04,5.491008736118482193e+04
8.621836313977837563e-04,5.460911222285246185e+04
8.643772453069686890e-04,5.430743073800293496e+04
8.665765635669231415e-04,5.400510608443227102e+04
8.687817608006298542e-04,5.370223811720664526e+04
8.709928952157497406e-04,5.339888667495769187e+04
8.732099668122828007e-04,5.309515709615306696e+04
8.754332084208726883e-04,5.279112246128614788e+04
8.776626200415194035e-04,5.248687015779984358e+04
8.798983762972056866e-04,5.218246866983634391e+04
8.821401861496269703e-04,5.187804430783240969e+04
8.843880495987832546e-04,5.157367606565612368e+04
8.866420830599963665e-04,5.126943249223200837e+04
8.889022283256053925e-04,5.096539661316817364e+04
8.911685436032712460e-04,5.066165559651949297e+04
8.934411453083157539e-04,5.035828489174346760e+04
8.957200334407389164e-04,5.005534002293867525e+04
8.980053244158625603e-04,4.975291217026805680e+04
9.002969018183648586e-04,4.945106208580260864e+04
9.025949402712285519e-04,4.914986381612857804e+04
9.048994979821145535e-04,4.884937272443874826e+04
9.072105167433619499e-04,4.854966379822860472e+04
9.095279965549707413e-04,4.825082319820301200e+04
9.118519374169409275e-04,4.795291343563231931e+04
9.141824557445943356e-04,4.765599477085965918e+04
9.165194933302700520e-04,4.736009531819939002e+04
9.188631665892899036e-04,4.706529044438678829e+04
9.212133591063320637e-04,4.677166067464826483e+04
9.235700126737356186e-04,4.647925595839680318e+04
9.259333019144833088e-04,4.618811377791079576e+04
9.283032850362360477e-04,4.589827292868758377e+04
9.306799620389938354e-04,4.560978300689152093e+04
9.330636821687221527e-04,4.532268464434348425e+04
9.354543872177600861e-04,4.503699414385948330e+04
9.378523100167512894e-04,4.475272171049346071e+04
9.402573923580348492e-04,4.446994915881763154e+04
9.426698088645935059e-04,4.418871522679037298e+04
9.450896759517490864e-04,4.390903204523112072e+04
9.475169936195015907e-04,4.363093155235751328e+04
9.499519364908337593e-04,4.335441011007779161e+04
9.523946209810674191e-04,4.307952741425972636e+04
9.548451052978634834e-04,4.280630764038480993e+04
9.573034476488828659e-04,4.253477385354503349e+04
9.597698226571083069e-04,4.226493288660994585e+04
9.622442885302007198e-04,4.199682867745630938e+04
9.647269616834819317e-04,4.173048437931379885e+04
9.672179585322737694e-04,4.146591237064068264e+04
9.697173372842371464e-04,4.120313920583404251e+04
9.722252725623548031e-04,5.442490804237577686e+04
9.747387957759201527e-04,5.414819189570123126e+04
9.772566845640540123e-04,5.387096089003036468e+04
9.797789389267563820e-04,5.359330812458077708e+04
9.823058499023318291e-04,5.331531692598282098e+04
9.848373010754585266e-04,5.303708725087999483e+04
9.873735252767801285e-04,5.275869561168288055e+04
9.899146389216184616e-04,5.248022551470923645e+04
9.924605255946516991e-04,5.220175764505554980e+04
9.950115345418453217e-04,5.192337539090979408e+04
9.975676657631993294e-04,5.164516021483536315e+04
1.000129035674035549e-03,5.154740554031465581e+04
