t,R_c
6.022426532581448555e-04,8.103241296518607362e-01
6.037154234945774078e-04,8.103241296518607362e-01
6.051938398741185665e-04,8.103241296518607362e-01
6.066778441891074181e-04,8.103241296518607362e-01
6.081676110625267029e-04,8.133253301320528816e-01
6.096631987020373344e-04,8.133253301320528816e-01
6.111646071076393127e-04,8.133253301320528816e-01
6.126693333499133587e-04,8.133253301320528816e-01
6.141774356365203857e-04,8.133253301320528816e-01
6.156888557597994804e-04,8.133253301320528816e-01
6.172037683427333832e-04,8.133253301320528816e-01
6.187222898006439209e-04,8.133253301320528816e-01
6.202443037182092667e-04,8.223289315726290960e-01
6.217696354724466801e-04,8.223289315726290960e-01
6.232984014786779881e-04,8.223289315726290960e-01
6.248306017369031906e-04,8.223289315726290960e-01
6.263662362471222878e-04,8.273309323729491904e-01
6.279055378399789333e-04,8.273309323729491904e-01
6.294483901001513004e-04,8.273309323729491904e-01
6.309950258582830429e-04,8.273309323729491904e-01
6.325455033220350742e-04,8.373349339735894903e-01
6.340999389067292213e-04,8.373349339735894903e-01
6.356583326123654842e-04,8.373349339735894903e-01
6.372206262312829494e-04,8.423369347739095847e-01
6.387869361788034439e-04,8.423369347739095847e-01
6.403572624549269676e-04,8.423369347739095847e-01
6.419316632673144341e-04,8.423369347739095847e-01
6.435101968236267567e-04,8.423369347739095847e-01
6.450928049162030220e-04,8.423369347739095847e-01
6.466794875450432301e-04,8.423369347739095847e-01
6.482702447101473808e-04,8.423369347739095847e-01
6.498651346191763878e-04,8.423369347739095847e-01
6.514640990644693375e-04,8.423369347739095847e-01
6.530672544613480568e-04,8.583433373349339535e-01
6.546746008098125458e-04,8.583433373349339535e-01
6.562860216945409775e-04,8.583433373349339535e-01
6.579016917385160923e-04,8.583433373349339535e-01
6.595214945264160633e-04,8.583433373349339535e-01
6.611454882659018040e-04,8.583433373349339535e-01
6.627737311646342278e-04,8.583433373349339535e-01
6.644062814302742481e-04,8.583433373349339535e-01
6.660431390628218651e-04,8.583433373349339535e-01
6.676844786852598190e-04,8.583433373349339535e-01
6.693302420899271965e-04,8.583433373349339535e-01
6.709804874844849110e-04,8.583433373349339535e-01
6.726352730765938759e-04,8.583433373349339535e-01
6.742945406585931778e-04,8.583433373349339535e-01
6.759584066458046436e-04,8.583433373349339535e-01
6.776269292458891869e-04,8.703481392557023133e-01
6.793001666665077209e-04,8.703481392557023133e-01
6.809782935306429863e-04,8.753501400560224077e-01
6.826616008765995502e-04,8.753501400560224077e-01
6.843501469120383263e-04,8.753501400560224077e-01
6.860440480522811413e-04,8.753501400560224077e-01
6.877434789203107357e-04,8.753501400560224077e-01
6.894484977237880230e-04,8.753501400560224077e-01
6.911592208780348301e-04,8.753501400560224077e-01
6.928758230060338974e-04,8.753501400560224077e-01
6.945984205231070518e-04,8.753501400560224077e-01
6.963270134292542934e-04,8.753501400560224077e-01
6.980617181397974491e-04,8.753501400560224077e-01
6.998027674853801727e-04,8.753501400560224077e-01
7.015499868430197239e-04,8.753501400560224077e-01
7.033030269667506218e-04,8.753501400560224077e-01
7.050608983263373375e-04,8.753501400560224077e-01
7.068238919600844383e-04,8.753501400560224077e-01
7.085920078679919243e-04,8.753501400560224077e-01
7.103653624653816223e-04,8.753501400560224077e-01
7.121440721675753593e-04,8.753501400560224077e-01
7.139282533898949623e-04,8.753501400560224077e-01
7.157179643400013447e-04,8.753501400560224077e-01
7.175133214332163334e-04,8.753501400560224077e-01
7.193143828772008419e-04,8.753501400560224077e-01
7.211212650872766972e-04,8.753501400560224077e-01
7.229339680634438992e-04,8.753501400560224077e-01
7.247526082210242748e-04,8.753501400560224077e-01
7.265771855600178242e-04,8.753501400560224077e-01
7.284078164957463741e-04,8.753501400560224077e-01
7.302445010282099247e-04,8.753501400560224077e-01
7.320872391574084759e-04,8.753501400560224077e-01
7.339360890910029411e-04,8.753501400560224077e-01
7.357911090366542339e-04,8.753501400560224077e-01
7.376524154096841812e-04,9.343737494998000104e-01
7.395199500024318695e-04,9.343737494998000104e-01
7.413938292302191257e-04,9.343737494998000104e-01
7.432736456394195557e-04,9.343737494998000104e-01
7.451567798852920532e-04,9.343737494998000104e-01
7.470432319678366184e-04,9.343737494998000104e-01
7.489331183023750782e-04,9.343737494998000104e-01
7.508264388889074326e-04,9.343737494998000104e-01
7.527232519350945950e-04,9.343737494998000104e-01
7.546236156485974789e-04,9.343737494998000104e-01
7.565275300294160843e-04,9.343737494998000104e-01
7.584351697005331516e-04,9.343737494998000104e-01
7.603465928696095943e-04,9.343737494998000104e-01
7.622617995366454124e-04,9.343737494998000104e-01
7.641807897016406059e-04,9.343737494998000104e-01
7.661037379875779152e-04,9.343737494998000104e-01
7.680305861867964268e-04,9.343737494998000104e-01
7.699614507146179676e-04,9.343737494998000104e-01
7.718963897787034512e-04,9.343737494998000104e-01
7.738354033790528774e-04,9.343737494998000104e-01
7.757785497233271599e-04,9.343737494998000104e-01
7.777258870191872120e-04,9.343737494998000104e-01
7.796775316819548607e-04,9.343737494998000104e-01
7.816335419192910194e-04,9.343737494998000104e-01
7.835939177311956882e-04,9.343737494998000104e-01
7.855587755329906940e-04,9.343737494998000104e-01
7.875281735323369503e-04,9.343737494998000104e-01
7.895021117292344570e-04,9.343737494998000104e-01
7.914807647466659546e-04,9.343737494998000104e-01
7.934640743769705296e-04,9.343737494998000104e-01
7.954522152431309223e-04,9.343737494998000104e-01
7.974452455528080463e-04,9.343737494998000104e-01
7.994431653060019016e-04,9.343737494998000104e-01
8.014460327103734016e-04,9.343737494998000104e-01
8.034540223889052868e-04,9.343737494998000104e-01
8.054671925492584705e-04,9.343737494998000104e-01
8.074856596067547798e-04,9.343737494998000104e-01
8.095094817690551281e-04,9.343737494998000104e-01
8.115388336591422558e-04,9.343737494998000104e-01
8.135737734846770763e-04,9.343737494998000104e-01
8.156144176609814167e-04,9.343737494998000104e-01
8.176608243957161903e-04,9.343737494998000104e-01
8.197131683118641376e-04,9.343737494998000104e-01
8.217715076170861721e-04,9.343737494998000104e-01
8.238359005190432072e-04,9.343737494998000104e-01
8.259064634330570698e-04,9.343737494998000104e-01
8.279834873974323273e-04,9.343737494998000104e-01
8.300670306198298931e-04,9.343737494998000104e-01
8.321572677232325077e-04,9.343737494998000104e-01
8.342544315382838249e-04,9.403761504601840793e-01
8.363585220649838448e-04,9.403761504601840793e-01
8.384698885492980480e-04,9.403761504601840793e-01
8.405885309912264347e-04,9.403761504601840793e-01
8.427147404290735722e-04,9.443777511004401992e-01
8.448486914858222008e-04,9.443777511004401992e-01
8.469904423691332340e-04,9.443777511004401992e-01
8.491401677019894123e-04,9.443777511004401992e-01
8.512980421073734760e-04,9.443777511004401992e-01
8.534642402082681656e-04,9.443777511004401992e-01
8.556362590752542019e-04,9.443777511004401992e-01
8.578132255934178829e-04,9.443777511004401992e-01
8.599956636317074299e-04,9.993997599039615709e-01
8.621836313977837563e-04,9.993997599039615709e-01
8.643772453069686890e-04,9.993997599039615709e-01
8.665765635669231415e-04,9.993997599039615709e-01
8.687817608006298542e-04,9.993997599039615709e-01
8.709928952157497406e-04,9.993997599039615709e-01
8.732099668122828007e-04,9.993997599039615709e-01
8.754332084208726883e-04,9.993997599039615709e-01
8.776626200415194035e-04,9.993997599039615709e-01
8.798983762972056866e-04,9.993997599039615709e-01
8.821401861496269703e-04,9.993997599039615709e-01
8.843880495987832546e-04,9.993997599039615709e-01
8.866420830599963665e-04,9.993997599039615709e-01
8.889022283256053925e-04,9.993997599039615709e-01
8.911685436032712460e-04,9.993997599039615709e-01
8.934411453083157539e-04,9.993997599039615709e-01
8.957200334407389164e-04,9.993997599039615709e-01
8.980053244158625603e-04,9.993997599039615709e-01
9.002969018183648586e-04,9.993997599039615709e-01
9.025949402712285519e-04,9.993997599039615709e-01
9.048994979821145535e-04,9.993997599039615709e-01
9.072105167433619499e-04,9.993997599039615709e-01
9.095279965549707413e-04,9.993997599039615709e-01
9.118519374169409275e-04,9.993997599039615709e-01
9.141824557445943356e-04,9.993997599039615709e-01
9.165194933302700520e-04,9.993997599039615709e-01
9.188631665892899036e-04,9.993997599039615709e-01
9.212133591063320637e-04,9.993997599039615709e-01
9.235700126737356186e-04,9.993997599039615709e-01
9.259333019144833088e-04,9.993997599039615709e-01
9.283032850362360477e-04,9.993997599039615709e-01
9.306799620389938354e-04,9.993997599039615709e-01
9.330636821687221527e-04,9.993997599039615709e-01
9.354543872177600861e-04,9.993997599039615709e-01
9.378523100167512894e-04,9.993997599039615709e-01
9.402573923580348492e-04,9.993997599039615709e-01
9.426698088645935059e-04,9.993997599039615709e-01
9.450896759517490864e-04,9.993997599039615709e-01
9.475169936195015907e-04,9.993997599039615709e-01
9.499519364908337593e-04,9.993997599039615709e-01
9.523946209810674191e-04,9.993997599039615709e-01
9.548451052978634834e-04,9.993997599039615709e-01
9.573034476488828659e-04,9.993997599039615709e-01
9.597698226571083069e-04,9.993997599039615709e-01
9.622442885302007198e-04,9.993997599039615709e-01
9.647269616834819317e-04,9.993997599039615709e-01
9.672179585322737694e-04,9.993997599039615709e-01
9.697173372842371464e-04,9.993997599039615709e-01
9.722252725623548031e-04,1.064425770308123242e+00
9.747387957759201527e-04,1.064425770308123242e+00
9.772566845640540123e-04,1.064425770308123242e+00
9.797789389267563820e-04,1.064425770308123242e+00
9.823058499023318291e-04,1.064425770308123242e+00
9.848373010754585266e-04,1.064425770308123242e+00
9.873735252767801285e-04,1.064425770308123242e+00
9.899146389216184616e-04,1.064425770308123242e+00
9.924605255946516991e-04,1.064425770308123242e+00
9.950115345418453217e-04,1.064425770308123242e+00
9.975676657631993294e-04,1.064425770308123242e+00
1.000129035674035549e-03,1.064425770308123242e+00
